rank,school,grades,district,students,free_lunch_rec,total_exp,score,year
1,Academy for Mathematics Science and Engineering,12-Sep,Morris County Vocational School District,101,0.00%,"$12,298 ",98.8,2017
2,Marine Academy of Technology and Environmental Science,12-Sep,Ocean County Vocational Technical School District,280,7.50%,"$12,615 ",98.7,2017
3,Middlesex County Vocational Academy Math Science &Engineering Techn,12-Sep,Middlesex County Vocational and Technical School District,160,1.90%,"$11,783 ",98,2017
4,Academy For Allied Health Sciences,12-Sep,Union County Vocational-Technical School District,291,11.00%,"$8,221 ",97.7,2017
5,Union County Magnet High School,12-Sep,Union County Vocational-Technical School District,298,10.40%,"$8,753 ",97.6,2017
6,Academy For Information Technology,12-Sep,Union County Vocational-Technical School District,287,10.80%,"$8,671 ",97.2,2017
7,Middlesex County Vocational Academy Allied Health & Biomedical Science,12-Aug,Middlesex County Vocational and Technical School District,276,9.10%,"$9,375 ",96.9,2017
8,Dr Ronald McNair High School,12-Sep,Jersey City Public Schools,685,54.70%,"$11,528 ",96.4,2017
9,Communications High School,12-Sep,Monmouth County Vocational School District,312,1.30%,"$16,390 ",96.3,2017
10,Monmouth County Academy of Allied Health and Science,12-Sep,Monmouth County Vocational School District,300,4.30%,"$16,078 ",96.3,2017
11,Marine Academy of Science and Technology,12-Sep,Monmouth County Vocational School District,290,3.80%,"$16,104 ",96.1,2017
12,Biotechnology High School,12-Sep,Monmouth County Vocational School District,330,2.40%,"$16,641 ",95.8,2017
13,High Technology High School,12-Sep,Monmouth County Vocational School District,291,1.70%,"$16,345 ",95.6,2017
14,Bergen County Academies,12-Sep,Bergen County Vocational Technical School District,"1,069",4.70%,"$18,595 ",95.3,2017
15,Academy For Performing Arts,12-Sep,Union County Vocational-Technical School District,209,11.00%,"$11,042 ",95,2017
16,Bergen County Technical High School - Teterboro,12-Sep,Bergen County Vocational Technical School District,677,8.70%,"$17,807 ",94.5,2017
17,Infinity Institute,12-Jun,Jersey City Public Schools,253,74.70%,"$9,826 ",93.3,2017
18,Union County Technical,12-Sep,Union County Vocational-Technical School District,425,17.60%,"$6,462 ",91.6,2017
19,Morris County School of Technology,12-Sep,Morris County Vocational School District,727,4.30%,"$13,307 ",91.6,2017
20,West Windsor-Plainsboro High School North,12-Sep,West Windsor-Plainsboro Regional School District,"1,387",5.80%,"$14,022 ",87.2,2017
21,Kinnelon High School,12-Sep,Kinnelon School District,676,3.80%,"$19,732 ",86.7,2017
22,Ridge High School,12-Sep,Bernards Township School District,"1,898",1.70%,"$10,069 ",86.4,2017
23,Science Park High School,12-Jul,Newark Public School District,805,70.40%,"$11,449 ",86.2,2017
24,Technology High School,12-Sep,Newark Public School District,615,87.80%,"$11,824 ",85.3,2017
25,Mountain Lakes High School,12-Sep,Mountain Lakes Public School District,714,2.90%,"$13,883 ",85.1,2017
26,West Windsor-Plainsboro High School South,12-Sep,West Windsor-Plainsboro Regional School District,"1,597",5.40%,"$12,191 ",84.2,2017
27,Montgomery High School,12-Sep,Montgomery Township School District,"1,653",4.10%,"$13,405 ",84.2,2017
28,Summit High School,12-Sep,Summit Public School District,"1,245",16.10%,"$7,246 ",84,2017
29,Millburn High School,12-Sep,Millburn Township School District,"1,457",1.70%,"$16,959 ",83.9,2017
30,Northern Valley Regional High School at Old Tappan,12-Sep,Northern Valley Regional High School District,"1,230",0.90%,"$14,765 ",83.5,2017
31,Ridgewood High School,12-Sep,Ridgewood Public School District,"1,738",1.50%,"$11,059 ",82.5,2017
32,John P. Stevens High School,12-Sep,Edison Township School District,"2,337",17.00%,"$6,666 ",82.4,2017
33,Glen Ridge High School,12-Jul,Glen Ridge Public School District,828,0.00%,"$10,966 ",81.8,2017
34,New Providence High School,12-Sep,New Providence School District,657,4.90%,"$12,987 ",81.4,2017
35,Mahwah High School,12-Sep,Mahwah Township Public School District,932,9.80%,"$12,658 ",81.2,2017
36,West Morris Central High School,12-Sep,West Morris Regional High School District,"1,298",1.30%,"$13,366 ",80.5,2017
37,Madison High School,12-Sep,Madison Public School District,837,7.20%,"$14,709 ",80,2017
38,Chatham High School,12-Sep,School District of the Chathams,"1,241",1.70%,"$9,966 ",79.3,2017
39,North Hunterdon High School,12-Sep,North Hunterdon-Voorhees Regional High School District,"1,617",2.20%,"$13,041 ",79,2017
40,Mount Olive High School,12-Sep,Mount Olive Township School District,"1,487",14.20%,"$10,202 ",78.8,2017
41,Tenafly High School,12-Sep,Tenafly Public School District,"1,161",2.60%,"$11,703 ",78.5,2017
42,Northern Valley Regional High School at Demarest,12-Sep,Northern Valley Regional High School District,"1,022",0.70%,"$15,340 ",76.9,2017
43,Haddonfield Memorial High School,12-Sep,Haddonfield School District,827,1.80%,"$8,175 ",76.6,2017
44,North Star Academy Charter School,K-12,North Star Academy Charter School,"4,490",86.90%,"$10,058 ",76.3,2017
45,Dumont High School,12-Sep,Dumont Public School District,805,9.20%,"$10,719 ",76.2,2017
46,Northern Highlands Regional High School,12-Sep,Northern Highlands Regional High School District,"1,361",0.40%,"$15,404 ",76.2,2017
47,Fair Lawn High School,12-Sep,Fair Lawn Public School District,"1,451",14.10%,"$8,865 ",75.6,2017
48,Scotch Plains-Fanwood High School,12-Sep,Scotch Plains-Fanwood School District,"1,530",6.20%,"$9,238 ",75.3,2017
49,Princeton High School,12-Sep,Princeton Public School District,"1,586",8.80%,"$11,506 ",74.5,2017
50,Hunterdon Central Regional High School District,12-Sep,Hunterdon Central Regional High School District,"3,020",6.10%,"$15,819 ",74.2,2017
51,Park Ridge High School,12-Jul,Park Ridge School District,574,4.70%,"$17,389 ",73.9,2017
52,Metuchen High School,12-Sep,Metuchen Public School District,656,11.10%,"$8,384 ",73.8,2017
53,Bridgewater-Raritan High School,12-Sep,Bridgewater-Raritan Regional School District,"2,916",9.80%,"$11,278 ",73.8,2017
54,Central Jersey College Prep Charter School,K-12,Central Jersey College Prep Charter School,476,23.70%,"$8,883 ",73.6,2017
55,Livingston High School,12-Sep,Livingston Board of Education School District,"1,894",1.60%,"$12,895 ",72.9,2017
56,Pompton Lakes High School,12-Sep,Pompton Lakes School District,633,12.20%,"$11,245 ",72.6,2017
57,Cumberland County Technical Education Center,12-Sep,Cumberland County Board of Vocational Education,274,47.40%,"$14,176 ",72,2017
58,Gloucester County Institute of Technology,12-Sep,Gloucester County Vocational-Technical School District,"1,297",10.30%,"$11,295 ",71.9,2017
59,Monroe Township High School,12-Sep,Monroe Township School District,"2,162",11.10%,"$13,410 ",71.9,2017
60,Leonia High School,12-Sep,Leonia Public School District,667,16.90%,"$13,390 ",71.8,2017
61,West Morris Mendham High School,12-Sep,West Morris Regional High School District,"1,293",1.20%,"$12,763 ",71.5,2017
62,Glen Rock High School,12-Sep,Glen Rock Public School District,709,1.30%,"$15,807 ",71.2,2017
63,Parsippany High School,12-Sep,Parsippany-Troy Hills Township School District,916,22.20%,"$12,402 ",71,2017
64,Point Pleasant Beach High School,12-Sep,Point Pleasant Beach School District,351,10.80%,"$14,625 ",70.5,2017
65,River Dell Regional High School,12-Sep,River Dell Regional School District,"1,057",0.60%,"$15,861 ",70.2,2017
66,Randolph High School,12-Sep,Randolph Township School District,"1,605",7.70%,"$11,061 ",69.9,2017
67,Hillsborough High School,12-Sep,Hillsborough Township Public School District,"2,277",6.90%,"$7,277 ",69.9,2017
68,Voorhees High School,12-Sep,North Hunterdon-Voorhees Regional High School District,981,4.60%,"$15,592 ",69.6,2017
69,High Technical High School,12-Sep,Hudson County Schools of Technology School District,"1,049",33.00%,"$11,480 ",69.6,2017
70,Pascack Hills High School,12-Sep,Pascack Valley Regional High School District,829,2.40%,"$16,816 ",69.3,2017
71,South Plainfield High School,12-Sep,South Plainfield School District,"1,025",29.20%,"$6,934 ",68.8,2017
72,Montville Township High School,12-Sep,Montville Township School District,"1,210",1.40%,"$15,537 ",68.8,2017
73,OCVTS Grunin Performing Arts Academy,12-Sep,Ocean County Vocational Technical School District,274,8.00%,"$15,088 ",68.5,2017
74,Emerson Junior Senior High,12-Jul,Emerson Public School District,535,6.50%,"$15,333 ",68.1,2017
75,Liberty High School,12-Sep,Jersey City Public Schools,189,69.30%,"$14,454 ",68.1,2017
76,Wayne Hills High School,12-Sep,Wayne Township Public School District,"1,327",6.70%,"$16,896 ",67.9,2017
77,Paramus High School,12-Sep,Paramus Public School District,"1,280",7.10%,"$15,572 ",67.8,2017
78,New Milford High School,12-Sep,New Milford Public School District,631,13.80%,"$12,896 ",67.4,2017
79,Cranford High School,12-Sep,Cranford Public School District,"1,208",2.90%,"$10,384 ",67.2,2017
80,Ramsey High School,12-Sep,Ramsey School District,845,4.40%,"$13,739 ",67,2017
81,Westwood Regional High School,12-Sep,Westwood Regional School District,"1,101",8.70%,"$9,306 ",66.9,2017
82,Ramapo High School,12-Sep,Ramapo Indian Hills Regional High School District,"1,134",1.70%,"$15,831 ",66.8,2017
83,Westfield Senior High School,12-Sep,Westfield Public School District,"1,879",3.00%,"$7,575 ",66.7,2017
84,Matawan Regional High School,12-Sep,Matawan-Aberdeen Regional School District,"1,042",28.70%,"$14,800 ",66.6,2017
85,Fort Lee High School,12-Sep,Fort Lee School District,953,27.00%,"$10,393 ",66.5,2017
86,Cherry Hill High School East,12-Sep,Cherry Hill School District,"2,188",13.00%,"$7,332 ",66.3,2017
87,Morris Hills High School,12-Sep,Morris Hills Regional School District,"1,235",25.10%,"$13,656 ",66.1,2017
88,Passaic County Technical Institute,12-Sep,Passaic County Technical-Vocational School District,"3,461",49.80%,"$17,412 ",65.9,2017
89,Wayne Valley High School,12-Sep,Wayne Township Public School District,"1,300",10.00%,"$16,982 ",65.9,2017
90,James Caldwell High School,12-Sep,Caldwell-West School District,795,5.50%,"$14,431 ",65.7,2017
91,Robbinsville High School,12-Sep,Robbinsville Public Schools,981,4.60%,"$5,500 ",65.6,2017
92,Rancocas Valley Regional High School,12-Sep,Rancocas Valley Regional High School District,"2,085",26.30%,"$11,409 ",64.8,2017
93,Hackettstown High School,12-Sep,Hackettstown Public School District,882,16.90%,"$13,359 ",64.5,2017
94,Indian Hills High School,12-Sep,Ramapo Indian Hills Regional High School District,"1,140",2.20%,"$16,207 ",63.8,2017
95,Elizabeth High School - Frank J Cicarell Academy,12-Sep,Elizabeth Public Schools,979,72.60%,"$7,448 ",63.5,2017
96,Moorestown High School,12-Sep,Moorestown Township Public School District,"1,336",8.80%,"$8,774 ",62.9,2017
97,County Prep High School,12-Sep,Hudson County Schools of Technology School District,838,47.30%,"$16,033 ",62.2,2017
98,Point Pleasant Borough High School,12-Sep,Point Pleasant Borough School District,857,14.60%,"$13,364 ",62.1,2017
99,Marlboro High School,12-Sep,Freehold Regional High School District,"1,937",4.00%,"$9,633 ",62,2017
100,South Brunswick High School,12-Sep,South Brunswick School District,"2,920",12.10%,"$11,617 ",62,2017
101,Hopewell Valley Central High School,12-Sep,Hopewell Valley Regional School District,"1,200",4.30%,"$11,670 ",61.6,2017
102,Ridgefield Memorial High School,12-Sep,Ridgefield School District,534,28.10%,"$14,548 ",61.4,2017
103,Red Bank Regional High School,12-Sep,Red Bank Regional School District,"1,211",25.00%,"$16,802 ",61.3,2017
104,Clearview Regional High School,12-Sep,Clearview Regional High School District,"1,541",13.70%,"$7,784 ",60.8,2017
105,Allentown High School,12-Sep,Upper Freehold Regional School District,"1,275",9.60%,"$8,870 ",60.7,2017
106,Morris Knolls High School,12-Sep,Morris Hills Regional School District,"1,572",8.30%,"$14,021 ",60.5,2017
107,Sparta High School,12-Sep,Sparta Township Public School District,"1,082",3.70%,"$11,850 ",60,2017
108,Bernards High School,12-Sep,Somerset Hills Regional School District,840,11.20%,"$10,867 ",59.9,2017
109,Waldwick High School,12-Sep,Waldwick School District,449,0.00%,"$11,982 ",59.6,2017
110,Middlesex High School,12-Sep,Middlesex Borough School District,611,25.50%,"$11,917 ",59.4,2017
111,Cedar Grove High School,12-Sep,Cedar Grove Township School District,508,2.20%,"$9,924 ",59.3,2017
112,Montclair High School,12-Sep,Montclair Public School District,"2,038",13.70%,"$9,854 ",59.2,2017
113,Somerset County Vocational Technical High School,12-Sep,Somerset County Vocational and Technical School District,331,20.20%,"$23,205 ",58.9,2017
114,Manasquan High School,12-Sep,Manasquan School District,947,13.60%,"$13,060 ",58.9,2017
115,Pascack Valley High School,12-Sep,Pascack Valley Regional High School District,"1,204",3.10%,"$13,929 ",58.4,2017
116,Hammonton High School,12-Sep,Hammonton School District,"1,374",34.40%,"$9,983 ",58.2,2017
117,Parsippany Hills High School,12-Sep,Parsippany-Troy Hills Township School District,"1,058",13.80%,"$12,246 ",57.9,2017
118,Jefferson Township High School,12-Sep,Jefferson Township Public School District,984,11.40%,"$10,425 ",57.9,2017
119,Middletown High School South,12-Sep,Middletown Township Public School District,"1,456",7.30%,"$9,833 ",57.9,2017
120,Lodi High School,12-Sep,Lodi School District,902,55.00%,"$9,400 ",57.7,2017
121,Columbia High School,12-Sep,South Orange-Maplewood School District,"1,924",22.50%,"$6,150 ",57.7,2017
122,Verona High School,12-Sep,Verona Public School District,659,0.00%,"$12,611 ",57.7,2017
123,Phillipsburg High School,12-Sep,Phillipsburg School District,"1,696",30.40%,"$12,579 ",57.6,2017
124,Pequannock Township High School,12-Sep,Pequannock Township School District,701,4.90%,"$14,463 ",57.6,2017
125,Lakeland Regional High School,12-Sep,Lakeland Regional High School District,934,12.40%,"$18,801 ",57.4,2017
126,East Orange STEM Academy High School,12-Jun,East Orange School District,647,60.70%,"$12,197 ",57.2,2017
127,Cresskill High School,12-Sep,Cresskill Public School District,549,2.70%,"$11,210 ",56.8,2017
128,Spotswood High School,12-Sep,Spotswood Public School District,721,11.80%,"$12,557 ",56.2,2017
129,Midland Park Junior/Senior High School,12-Jul,Midland Park School District,456,7.70%,"$19,201 ",56.1,2017
130,Bergen Arts and Sciences Charter School,K-12,Bergen Arts and Science Charter School,"1,126",46.40%,"$8,403 ",56,2017
131,Somerville High School,12-Sep,Somerville Public School District,"1,140",16.70%,"$10,063 ",55.7,2017
132,Secaucus High School,12-Sep,Secaucus School District,611,33.70%,"$12,407 ",55.6,2017
133,Bogota Junior/Senior High School,12-Aug,Bogota Public School District,514,48.10%,"$9,163 ",55.4,2017
134,Butler High School,12-Sep,Butler Public School District,543,21.00%,"$20,105 ",55.4,2017
135,Haddon Township High School,12-Sep,Haddon Township School District,608,17.60%,"$15,679 ",55.1,2017
136,Wallington Junior Senior High School,12-Jul,Wallington Boro School District,555,31.90%,"$9,056 ",55,2017
137,Bergenfield High School,12-Sep,Bergenfield Borough School District,"1,190",37.90%,"$12,671 ",54.7,2017
138,Cicely L. Tyson Community Middle/High School,12-Jun,East Orange School District,741,55.70%,"$14,501 ",54.6,2017
139,Mainland Regional High School,12-Sep,Mainland Regional High School,"1,302",26.00%,"$16,480 ",54.5,2017
140,Henry Hudson Regional School,12-Jul,Henry Hudson Regional School District,315,28.60%,"$19,383 ",54.3,2017
141,Bard Early College High School,12-Sep,Newark Public School District,306,70.30%,"$10,089 ",54.2,2017
142,Holmdel High School,12-Sep,Holmdel Township School District,921,4.10%,"$16,929 ",53.9,2017
143,Vernon Township High School,12-Sep,Vernon Township School District,"1,006",15.10%,"$13,232 ",53.8,2017
144,Wall High School,12-Sep,Wall Township Public School District,"1,122",11.90%,"$12,492 ",53.5,2017
145,Teaneck High School,12-Sep,Teaneck School District,"1,253",36.50%,"$10,712 ",53.5,2017
146,Hasbrouck Heights High School,12-Sep,Hasbrouck Heights School District,586,17.40%,"$12,638 ",53.3,2017
147,Cinnaminson High School,12-Sep,Cinnaminson Township School District,790,12.90%,"$11,982 ",53.2,2017
148,West Essex High School,12-Sep,West Essex Regional School District,"1,124",3.80%,"$9,583 ",53.1,2017
149,Highland Park High School,12-Sep,Highland Park Boro School District,493,34.50%,"$12,520 ",53,2017
150,Rutherford High School,12-Sep,Rutherford School District,738,1.10%,"$11,187 ",52.9,2017
151,Shawnee High School,12-Sep,Lenape Regional High School District,"1,570",6.70%,"$11,884 ",52.8,2017
152,Foundation Academy Charter School,K-12,Foundation Academy Charter School,"1,003",78.30%,"$11,069 ",52.7,2017
153,Alexander Hamilton Preparatory Academy,12-Sep,Elizabeth Public Schools,984,82.30%,"$9,044 ",52.5,2017
154,Whippany Park High School,12-Sep,Hanover Park Regional High School District,703,4.10%,"$12,403 ",52.2,2017
155,Governor Livingston High School,12-Sep,Berkeley Heights School District,"1,068",2.20%,"$11,268 ",52.1,2017
156,Monmouth Regional High School,12-Sep,Monmouth Regional High School,"1,005",31.00%,"$19,654 ",51.9,2017
157,Jonathan Dayton High School,12-Sep,Springfield Public School District,576,12.50%,"$13,994 ",51.3,2017
158,Watchung Hills Regional High School,12-Sep,Watchung Hills Regional High School District,"2,074",2.00%,"$14,489 ",51.1,2017
159,Eastern Regional High School,12-Sep,Eastern Camden County Regional School District,"2,016",9.50%,"$13,338 ",51,2017
160,Lyndhurst High School,12-Sep,Lyndhurst Public School District,755,12.80%,"$9,965 ",51,2017
161,Toms River High School East,12-Sep,Toms River Regional School District,"1,387",22.20%,"$7,815 ",51,2017
162,Lenape High School,12-Sep,Lenape Regional High School District,"1,776",15.90%,"$12,011 ",50.5,2017
163,Cherokee High School,12-Sep,Lenape Regional High School District,"2,221",12.70%,"$11,792 ",50.4,2017
164,Manalapan High School,12-Sep,Freehold Regional High School District,"1,909",8.10%,"$9,632 ",50,2017
165,Toms River High School North,12-Sep,Toms River Regional School District,"2,211",23.90%,"$7,049 ",49.5,2017
166,Lawrence High School,12-Sep,Lawrence Township Public School District,"1,156",23.60%,"$14,745 ",49.4,2017
167,Shore Regional High School,12-Sep,Shore Regional High School District,629,6.20%,"$16,545 ",49.4,2017
168,North Warren Regional School,12-Jul,North Warren Regional School District,879,9.90%,"$15,824 ",49.4,2017
169,Nutley High School,12-Sep,Nutley Public School District,"1,231",14.90%,"$12,615 ",49.2,2017
170,Colts Neck High School,12-Sep,Freehold Regional High School District,"1,457",9.70%,"$9,637 ",49.2,2017
171,Hackensack High School,12-Sep,Hackensack School District,"1,832",54.50%,"$14,756 ",48.8,2017
172,Freehold Borough High School,12-Sep,Freehold Regional High School District,"1,452",26.20%,"$9,952 ",48.8,2017
173,Old Bridge High School,12-Sep,Old Bridge Township School District,"2,865",26.10%,"$14,171 ",48.1,2017
174,Pinelands Regional High School,12-Sep,Pinelands Regional School District,820,36.00%,"$17,248 ",47.7,2017
175,East Brunswick High School,12-Oct,East Brunswick Township School District,"2,069",15.40%,"$14,963 ",47.7,2017
176,Essex County Newark Technical,12-Sep,Essex County Schools of Technology,689,85.80%,"$7,912 ",47.5,2017
177,Freehold Township High School,12-Sep,Freehold Regional High School District,"2,062",10.20%,"$9,748 ",47.4,2017
178,Collingswood High School,12-Sep,Collingswood Public School District,702,46.00%,"$11,007 ",47.4,2017
179,New Egypt High School,12-Sep,Plumsted Township School District,508,21.50%,"$11,759 ",47.2,2017
180,Union City High School,12-Sep,Union City School District,"2,864",84.40%,"$9,632 ",46.8,2017
181,Bayonne High School,12-Sep,Bayonne School District,"2,631",62.60%,"$11,865 ",46.8,2017
182,Ocean City High School,12-Sep,Ocean City School District,"1,243",15.80%,"$10,624 ",46.7,2017
183,Piscataway Township High School,12-Sep,Piscataway Township School District,"2,257",32.80%,"$7,617 ",46.7,2017
184,Florence Township Memorial High School,12-Sep,Florence Township School District,418,27.00%,"$8,740 ",46.6,2017
185,Southern Regional High School,12-Sep,Southern Regional School District,"1,963",21.80%,"$12,241 ",46.1,2017
186,Manville High School,12-Sep,Manville School District,388,51.30%,"$10,806 ",45.9,2017
187,Lenape Valley Regional High School,12-Sep,Lenape Valley Regional High School District,780,11.80%,"$15,677 ",45.3,2017
188,Atlantic County Institute of Technology,12-Sep,Atlantic County Vocational School District,"1,495",58.30%,"$8,517 ",44.7,2017
189,Hightstown High School,12-Sep,East Windsor Regional School District,"1,550",33.70%,"$13,837 ",44.6,2017
190,Woodstown High School,12-Sep,Woodstown-Pilesgrove Regional School District,634,21.60%,"$6,718 ",44.6,2017
191,Roselle Park High School,12-Sep,Roselle Park Public School District,630,42.10%,"$10,753 ",44.4,2017
192,Egg Harbor Township High School,12-Sep,Egg Harbor Township School District,"2,365",47.70%,"$13,344 ",44.3,2017
193,Absegami High School,12-Sep,Greater Egg Harbor Regional High School District,"1,307",37.30%,"$9,824 ",44.3,2017
194,Franklin High School,12-Sep,Franklin Township Public School District,"2,142",46.70%,"$8,609 ",44.1,2017
195,Dover High School,12-Sep,Dover Public School District,953,75.10%,"$6,019 ",43.9,2017
196,Kingsway Regional High School,12-Sep,Kingsway Regional School District,"1,756",15.10%,"$7,679 ",43.8,2017
197,Dwight Morrow High School/Academies@Englewood,12-Sep,Englewood Public School District,"1,094",44.90%,"$10,824 ",43.6,2017
